state_abbr,county,latitude,longitude,total_population,poverty_universe,poverty_below,poverty_rate,no_population,total_reported_crime_Violent Crime,total_reported_crime_Property Crime,property_crime_per_100k_Property Crime,violent_crime_per_100k_Violent Crime
NV,STOREY,39.438385,-119.524646,4139,4128,292,0.0707364341085271,false,8,39,942.256583715873,193.283401787871
PA,NORTHAMPTON,40.752791,-75.307447,315927,303305,26577,0.087624668238242,false,357.5,3315,1049.29303288418,113.159052565941
NE,SHERIDAN,42.507074,-102.389698,5058,4889,525,0.107383923092657,false,7,40,790.826413602214,138.394622380388
NY,ERIE,42.832394,-78.753716,950044,927075,130009,0.140235687511798,false,3060,23148.5,2436.57135880022,322.090345289271
VA,PAGE,38.664318,-78.46461,23750,23510,2234,0.0950233943002977,false,29,242,1018.94736842105,122.105263157895
AZ,MARICOPA,33.346541,-112.495534,4491987,4425433,497877,0.112503567447524,false,22011,92444.5,2057.98681073654,490.005870453321
GA,FRANKLIN,34.375155,-83.22729,23840,22983,4685,0.203846321193926,false,32,206,864.093959731544,134.228187919463
AL,TALLADEGA,33.369277,-86.175805,81170,77408,13665,0.176532141380736,false,374.5,1979,2438.09289146236,461.377356166071
TX,KLEBERG,27.438735,-97.66062,30629,28876,8329,0.28844022717828,false,87,589,1923.01413692905,284.044532958961
TX,TARRANT,32.823067,-97.495544,2135743,2104688,229884,0.109224740199022,false,6209,39489,1848.95841868614,290.718499370009
AL,PERRY,32.639005,-87.293827,8231,7350,2296,0.312380952380952,false,29,24,291.580609889442,352.326570283076
KY,MARION,37.568565,-85.25187,19680,18792,3665,0.195029799914857,false,12,138,701.219512195122,60.9756097560976
WV,WYOMING,37.603717,-81.548884,20948,20822,4699,0.225674767073288,false,36,71,338.934504487302,171.854114951308
NJ,CAPE MAY,38.934216,-74.92047,95236,94025,8169,0.0868811486306833,false,156,1568,1646.43622159688,163.803603679281
WA,PIERCE,47.17053,-122.594536,924106,903313,80115,0.0886901882293291,false,5677.5,37037,4007.87355563106,614.377571404146
VA,CLARKE,39.115864,-77.991226,15060,14793,1014,0.0685459338876496,false,4,70,464.807436918991,26.5604249667995
CA,HUMBOLDT,37.798763,-122.24971,135418,132564,25064,0.189070939319876,false,611,2495,1842.44339748039,451.195557459127
NY,CATTARAUGUS,42.239169,-78.662421,76479,74094,13039,0.175979161605528,false,137,1040.5,1360.50419069287,179.134141398292
GA,GWINNETT,33.959099,-84.022949,966972,959703,100570,0.104792836950598,false,2963.5,14674,1517.5206727806,306.472162585887
AL,MONTGOMERY,32.20365,-86.203831,227197,217651,41981,0.192882182944255,false,393,1509,664.181305210896,172.977636148365
PA,CLARION,41.214996,-79.386406,37297,35871,4996,0.139276853168298,false,42,325.5,872.724347802772,112.609593264874
NM,HIDALGO,32.34445,-108.713394,4097,4015,823,0.204981320049813,false,13,18,439.345862826458,317.305345374664
ID,CANYON,43.623051,-116.708527,242405,237994,24145,0.101452137448843,false,903,1896,782.162084115427,372.517068542316
NC,HALIFAX,36.251438,-77.644842,48219,47012,11826,0.251552795031056,false,236,1052,2181.71260291586,489.433625749186
GA,PULASKI,32.238794,-83.481855,9893,8610,1577,0.183159117305459,false,39,183,1849.7927827757,394.218134034166
GA,OCONEE,33.834125,-83.437728,42788,42500,2586,0.0608470588235294,false,25,598,1397.58810881556,58.4275965223895
IN,NOBLE,41.400565,-85.417697,47417,46465,3950,0.0850102227483052,false,31,248,523.019170339752,65.3773962924689
NC,DURHAM,35.97345,-78.90101,329405,316530,38013,0.120092882191261,false,2462.5,15050,4568.8438244714,747.559994535602
GA,UPSON,32.881837,-84.292281,27856,26962,5749,0.213226021808471,false,39,365,1310.31016657094,140.005743825388
TX,JOHNSON,32.40696,-97.21228,188820,185709,19933,0.107334593369196,false,447,2243,1187.90382374748,236.733396885923
GA,JEFF DAVIS,31.811615,-82.636825,14838,14778,3935,0.266274191365543,false,34,181,1219.84094891495,229.14139371883
WV,BERKELEY,39.45025,-77.96581,126165,124478,14159,0.113747007503334,false,210,637,504.89438433797,166.448698133397
MS,HUMPHREYS,33.17609,-90.48877,7570,7484,1976,0.264029930518439,false,0,0,0,0
WV,MORGAN,39.627377,-78.22861,17327,17149,1891,0.110268820339378,false,26,85,490.563859871876,150.054827725515
AK,MATANUSKA-SUSITNA,61.602676,-149.11183,,,,,true,69,470,,
MS,HANCOCK,30.391472,-89.479964,46057,45621,6083,0.133337717279323,false,24,810,1758.69031851836,52.1093427709143
IL,JEFFERSON,38.30078,-88.92421,36808,35127,4975,0.141628946394511,false,25,133,361.33449250163,67.9200173875245
GA,BUTTS,33.296364,-83.94759,26074,23524,3032,0.128889644618262,false,25,148,567.615248906957,95.8809542072563
ME,KENNEBEC,44.417012,-69.765764,125614,121516,14969,0.123185424141677,false,143,1846,1469.58141608419,113.840813922015
MT,PHILLIPS,48.250155,-107.928833,4224,4134,389,0.0940977261731979,false,18,32,757.575757575758,426.136363636364
PA,BUCKS,40.287224,-74.940186,645993,637180,38691,0.0607222448915534,false,425,6227,963.942333740459,65.7901865809692
NC,CURRITUCK,36.401684,-76.01981,29612,29434,2248,0.0763742610586397,false,79,241,813.85924625152,266.783736323112
MO,LAWRENCE,37.106135,-93.833262,38392,37512,6202,0.16533375986351,false,80,522,1359.65826213795,208.376745155241
NE,BOYD,42.894448,-98.773022,1704,1671,171,0.102333931777379,false,0,0,0,0
SC,CHESTER,34.689345,-81.161249,32177,31979,6177,0.193158009944026,false,190,548,1703.07983963701,590.483886005532
PA,POTTER,41.775597,-78.022194,16276,16033,1881,0.117320526414271,false,12,81,497.665274023102,73.7281887441632
AL,FRANKLIN,34.441989,-87.842814,31978,31517,5476,0.173747501348479,false,80,542,1694.91525423729,250.171993245356
IN,ELKHART,41.62335,-85.981346,206868,203468,25517,0.125410383942438,false,899,3455,1670.14714697295,434.576638242744
TX,TOM GREEN,31.46255,-100.4414,119398,114298,13394,0.117184902622968,false,331,2779,2327.50967352887,277.224074105094
IA,DES MOINES,40.81156,-91.10088,38597,37872,5354,0.141370933671314,false,162,975,2526.10306500505,419.721740031609
PA,SCHUYLKILL,40.703682,-76.217788,143259,136167,17055,0.125250611381612,false,183,1098,766.443993047557,127.740665507926
PA,SUSQUEHANNA,41.819665,-75.800969,38349,37913,4146,0.109355629994989,false,19.5,237.5,619.312107225743,50.8487835406399
MA,DUKES,41.336143,-70.75497,20751,20486,1102,0.0537928341306258,false,63,158,761.409088718616,303.599826514385
AK,KETCHIKAN GATEWAY,55.449938,-131.106685,,,,,true,24,242,,
LA,WEST FELICIANA,30.872701,-91.421008,,,,,true,36,14,,
TX,REFUGIO,28.312716,-97.161366,6693,6536,1128,0.172582619339045,false,13,72,1075.75078440161,194.232780516958
NC,CABARRUS,35.387845,-80.552868,231262,229228,20450,0.089212487130717,false,248,2169,937.897276681859,107.237678477225
KS,STEVENS,37.202356,-101.315796,5212,5104,780,0.15282131661442,false,2,15,287.797390636992,38.3729854182655
NY,ONONDAGA,43.00653,-76.196117,471611,451437,62884,0.139297399194129,false,1599,9944,2108.51740099362,339.050615867738
TX,REAL,29.82303,-99.805303,2821,2542,521,0.204956726986625,false,2,33,1169.79794399149,70.8968450903935
TN,MCMINN,35.424471,-84.619962,54135,52684,7011,0.133076455849973,false,180,917,1693.91336473631,332.502078137988
AL,BIBB,33.015893,-87.127148,22152,20759,4258,0.205115853364806,false,79.5,199,898.338750451427,358.884073672806
NV,WASHOE,40.703311,-119.710315,491770,484535,51773,0.106850898283922,false,2478,10913,2219.126827582,503.894096833886
MN,PENNINGTON,48.069247,-96.037725,13877,13627,1352,0.0992147941586556,false,19,168,1210.6363046768,136.917201124162
ME,HANCOCK,44.564906,-68.370703,56084,54683,5591,0.102243841778981,false,47,395,704.300691819414,83.8028671278796
NM,LEA,32.946884,-103.3474,73154,70659,13178,0.186501365714205,false,439,2612,3570.54979905405,600.103890422943
IN,NEWTON,40.962399,-87.402172,13859,13642,1843,0.135097493036212,false,0,0,0,0
TN,BENTON,36.069253,-88.071212,15948,15800,2920,0.184810126582279,false,45,124,777.526962628543,282.167042889391
OH,SHELBY,40.33668,-84.204142,48007,47439,5268,0.111047872004047,false,65,547,1139.41716832962,135.396921282313
LA,LAFOURCHE,29.491992,-90.394849,,,,,true,251,1819,,
WV,CALHOUN,38.844159,-81.115478,6158,6131,2046,0.333713912901647,false,15,29,470.932120818448,243.58557973368
GA,DECATUR,30.878091,-84.577894,29118,28096,6976,0.248291571753986,false,139,607,2084.62119651075,477.367951095542
ND,CAVALIER,48.76123,-98.36825,3663,3555,273,0.0767932489451477,false,2,14,382.200382200382,54.6000546000546
MD,WICOMICO,38.36716,-75.632027,104117,100267,13995,0.139577328532817,false,540,1629,1564.58599460223,518.647291028362
CO,GRAND,40.123289,-106.095876,15794,15760,1420,0.0901015228426396,false,28,113,715.461567683931,177.282512346461
GA,IRWIN,31.591131,-83.25055,9385,9138,1657,0.181330706938061,false,24,153,1630.2610548748,255.727224294086
IL,CRAWFORD,39.00373,-87.757172,18588,16990,1963,0.115538552089464,false,36,194,1043.68409726705,193.673337637185
OH,ASHTABULA,41.906644,-80.745641,97343,94199,17208,0.182677098482999,false,83,619,635.895750079615,85.2655044533248
MS,JACKSON,30.458491,-88.619991,144437,142651,20160,0.141323930431613,false,109,1615,1118.13455001142,75.4654278335884
OK,MAYES,36.303804,-95.235638,39406,38793,6829,0.176036913876215,false,126,799,2027.61000862813,319.748261686038
MI,MONROE,41.810104,-83.44246,155001,152976,16914,0.110566363351114,false,386,1258,811.607667047309,249.030651415152
WI,VILAS,46.049848,-89.501254,23410,23116,2527,0.109318221145527,false,4,85,363.092695429304,17.0867150790261
TX,WILLACY,26.481092,-97.584223,20218,18648,4593,0.246299871299871,false,68,309,1528.34108220398,336.333959837768
SD,FALL RIVER,43.431904,-103.477066,7179,6930,1365,0.196969696969697,false,19,58,807.911965454799,264.660816269675
WA,LINCOLN,47.582718,-118.417667,11271,11160,1162,0.104121863799283,false,19,113,1002.57297489131,168.574217017124
KY,JACKSON,37.40332,-84.020686,13003,12793,2945,0.230204017822247,false,3,43,330.692917019149,23.0715988618011
MD,BALTIMORE,39.390472,-76.605255,849586,829887,83082,0.100112424944601,false,3430,22053,2595.73486380425,403.726050099696
SD,TODD,43.208794,-100.707664,9293,9139,4478,0.489987963672174,false,0,0,0,0
TN,BEDFORD,35.51366,-86.458294,51291,50449,6862,0.136018553390553,false,220,704,1372.56048819481,428.925152560878
DE,SUSSEX,38.677511,-75.335495,247799,244486,28116,0.115000449923513,false,855.5,3495,1410.41731403274,345.23948845637
ME,PENOBSCOT,44.798046,-68.77305,153571,146494,19846,0.135473125179188,false,98,2249,1464.46920316987,63.8141315743207
TN,MONROE,35.515385,-84.36499,47054,45831,7366,0.160720909428116,false,181,667,1417.52029583032,384.664428103881
PA,VENANGO,41.40198,-79.754418,50096,49091,6290,0.128129392352977,false,57,386.5,771.518684126477,113.781539444267
MO,SCOTT,37.219116,-89.51521,37967,37205,5378,0.144550463647359,false,152.5,424.5,1118.07622408934,401.664603471436
VT,ORLEANS,44.935,-72.21162,27492,26648,2891,0.108488441909337,false,67,198,720.209515495417,243.707260293904
NM,VALENCIA,34.71684,-106.806582,77382,75583,13941,0.184446237910641,false,421,1474,1904.835749916,544.054172805045
IL,KENDALL,41.65422,-88.45092,135053,134483,6533,0.0485786307563038,false,715.5,2614.5,1935.90664405826,529.792007582209
TN,DICKSON,36.145533,-87.364155,55197,54305,5375,0.0989779946597919,false,267,744,1347.89934235556,483.721941409859
MI,CALHOUN,42.272026,-84.9629,133846,130458,18521,0.141969062840148,false,1169,3428.5,2561.52593278843,873.391808496332
FL,BAKER,30.423128,-84.28066,28186,25161,3285,0.130559198759986,false,117,229,812.4600865678,415.099694883985
SD,BON HOMME,42.986031,-97.885613,7024,5448,645,0.118392070484582,false,5,7,99.6583143507973,71.1845102505695
GA,ELBERT,34.116486,-82.841815,19725,19350,3989,0.206149870801034,false,33,160,811.153358681876,167.300380228137
NC,WILKES,36.145123,-81.16558,65983,64649,10623,0.164318086900029,false,151,789,1195.76254489793,228.846824181986
MT,POWDER RIVER,45.408911,-105.555245,1762,1717,167,0.0972626674432149,false,0,1,56.7536889897843,0
VA,CHESTERFIELD,37.378434,-77.585847,371610,366408,25098,0.0684974127202463,false,794,5978,1608.67576222384,213.664863701192
WY,CROOK,44.589266,-104.567298,7339,7286,451,0.0618995333516333,false,7,27,367.897533723941,95.3808420765772
IA,CARROLL,42.065514,-94.86695,20677,20295,1693,0.083419561468342,false,12,170,822.1695603811,58.0354983798423
WA,CLARK,45.771674,-122.485903,510516,506519,42559,0.0840225144565159,false,1739,13260,2597.37207061091,340.635748928535
UT,EMERY,39.009025,-110.7211,9968,9868,1112,0.112687474665586,false,14,60,601.926163723917,140.449438202247
MS,LAWRENCE,31.550009,-90.10753,11883,11841,2823,0.238408918165695,false,0,0,0,0
IN,FOUNTAIN,40.121237,-87.234872,16546,16348,2032,0.124296550036702,false,0,0,0,0
WV,GREENBRIER,37.924418,-80.45059,32688,31928,6611,0.207059634176898,false,34,195,596.54919236417,104.013705335291
TX,COLLIN,33.194745,-96.579846,1116601,1108278,69846,0.0630220937346045,false,6001.5,40532.5,3629.98958446213,537.479368189711
CO,FREMONT,38.455658,-105.421438,49394,41502,5800,0.139752301093923,false,119,933,1888.89338786087,240.919949791473
GA,ROCKDALE,33.685886,-84.05896,94293,93411,10026,0.10733211292032,false,199,943,1000.07423668777,211.044298092117
VT,GRAND ISLE,44.801788,-73.300758,7393,7389,559,0.0756529976992827,false,1,17,229.947247396186,13.5263086703639
MS,CHICKASAW,33.920464,-89.023445,16994,16477,3964,0.240577775080415,false,2,4,23.53771919501,11.768859597505
MT,JEFFERSON,46.124381,-112.058861,12501,12259,771,0.0628925687250184,false,32,95,759.939204863611,255.979521638269
VA,YORK,37.220914,-76.395533,70590,68904,3694,0.0536108208522002,false,126,1028,1456.29692591019,178.49553761156
OR,HOOD RIVER,45.708107,-121.51519,23958,23778,1306,0.0549247203297165,false,27,437,1824.02537774439,112.697220135237
KY,OHIO,37.477859,-86.844871,23704,23130,3023,0.130696065715521,false,25,124,523.118461019237,105.467431657104
NC,CRAVEN,35.118179,-77.082541,101074,96136,13368,0.139053008238329,false,237,1466,1450.42246275006,234.481666897521
GA,LONG,31.749563,-81.74287,17512,17126,2746,0.160341001985286,false,20,70,399.725902238465,114.207400639561
MI,SANILAC,43.42231,-82.83037,40574,40007,5593,0.139800534906391,false,90,173.5,427.61374279095,221.81692709617
IN,ALLEN,41.091855,-85.07223,388791,382081,46610,0.121989839850712,false,859,7305,1878.90151778205,220.941328374371
NC,PAMLICO,35.147473,-76.665069,12315,11433,1414,0.123677075133386,false,23,161,1307.34876167276,186.764108810394
SC,BERKELEY,33.403343,-79.9215,238723,234092,24152,0.103173111426277,false,1220,6530,2735.38787632528,511.052558823406
MS,CLAY,33.661733,-88.783326,18462,18146,4496,0.247768103163232,false,97,195,1056.22359441014,525.403531578377
IA,BLACK HAWK,42.499016,-92.33279,130693,125807,18505,0.147090384477811,false,410,1547,1183.6900216538,313.712287574698
IL,CARROLL,42.102947,-89.83307,15621,14327,1950,0.136106651776366,false,5,51,326.483579796428,32.008194097689
MT,MCCONE,47.629628,-105.757222,1818,1796,75,0.0417594654788419,false,1,2,110.01100110011,55.005500550055
OK,ROGERS,36.53626,-95.433495,97235,95453,9128,0.0956282149330037,false,2086.5,9549.5,9821.0520902967,2145.83226204556
AK,ANCHORAGE,61.17425,-149.284329,,,,,true,3022,8328,,
NV,WHITE PINE,39.418233,-114.900612,8856,7358,617,0.0838543082359337,false,24,80,903.342366757001,271.0027100271
TX,DALLAM,36.06129,-102.5219,7180,6932,692,0.0998268897864974,false,14.5,39,543.175487465181,201.949860724234
AL,COLBERT,34.703112,-87.801457,57648,57038,9626,0.16876468319366,false,110,824,1429.36441854011,190.813211212878
SD,MELLETTE,43.58493,-100.760598,2043,1944,898,0.461934156378601,false,0,0,0,0
KS,POTTAWATOMIE,39.382187,-96.337113,25808,25453,1810,0.0711114603386634,false,63.5,138,534.717916924985,246.047737135772
OR,JEFFERSON,44.07098,-121.30071,24973,23932,2811,0.11745779709176,false,44,396,1585.71256957514,176.190285508349
NC,DAVIDSON,35.825264,-80.2548,171063,169012,23367,0.138256455162947,false,544,3382,1977.04939115998,318.011492841819
IN,BLACKFORD,40.4564,-85.37011,12007,11827,2069,0.174938699585694,false,7,2,16.6569501124344,58.2993253935205
IL,CUMBERLAND,39.273121,-88.240619,10378,10213,1013,0.0991873102908058,false,11.5,28,269.801503179803,110.811331663134
OH,CARROLL,40.572014,-81.08679,26731,26271,3274,0.124624110235621,false,15,69.5,259.997755415061,56.1146234708765
TN,DEKALB,35.960674,-85.81349,20551,20187,4323,0.214147718828949,false,51,185,900.199503673787,248.163106418179
MN,FARIBAULT,43.769928,-94.16573,13909,13619,1609,0.118143769733461,false,20,31,222.877273707671,143.79178948882
IN,LAGRANGE,41.62806,-85.416176,40596,40174,2310,0.0574998755413949,false,11,113,278.35254704897,27.0962656419352
FL,NASSAU,30.423128,-84.28066,94653,93741,8659,0.0923715343339627,false,146,173,182.772865096722,154.247620255037
FL,HILLSBOROUGH,27.90659,-82.349568,1489634,1462859,193025,0.131950516078446,false,3887,14811,994.271075982423,260.936579052304
CO,JEFFERSON,39.72526,-105.14929,579715,571679,38319,0.0670288745957084,false,2051.5,16869,2909.87812977066,353.880786248415
OH,CUYAHOGA,41.552513,-81.46991,1249418,1224797,198469,0.162042362938511,false,7481,25361,2029.8250865603,598.758782088941
MN,POPE,45.65024,-95.387886,11363,11159,1094,0.0980374585536338,false,13,49,431.224148552319,114.406406758778
CA,GLENN,39.602546,-122.4017,28623,28414,3511,0.123565847821496,false,173,363,1268.21087936275,604.409041679768
IL,HARDIN,37.517852,-88.266148,3623,3541,373,0.105337475289466,false,0,0,0,0
TN,MORGAN,36.138697,-84.639262,21193,18827,3544,0.188240293195942,false,73.5,157.5,743.169914594442,346.812626810739
LA,NATCHITOCHES,31.734982,-93.086106,,,,,true,85,417,,
TX,CALDWELL,29.840062,-97.630394,47184,45008,6238,0.138597582651973,false,239.5,1257.5,2665.0983384198,507.587317734825
NC,ONSLOW,34.67176,-77.13878,208537,186008,21794,0.117167003569739,false,460,3023.5,1449.86261430825,220.584356732858
NY,GENESEE,42.96215,-78.39458,57943,56881,6018,0.105799827710483,false,103.5,878,1515.28226015222,178.623819960996
VA,AMELIA,37.331927,-77.977462,13342,13231,1468,0.110951553170584,false,28,123,921.900764503073,209.863588667366
MA,HAMPDEN,42.136198,-72.635648,462853,450453,70787,0.157146250552222,false,2632,10121,2186.65537438452,568.647065050891
NE,KEITH,41.194413,-101.644486,8239,8127,871,0.107173618801526,false,13,86,1043.81599708703,157.78613909455
OR,YAMHILL,45.200397,-123.1394,108122,102776,10684,0.103954230559664,false,199,1392.5,1287.89700523483,184.051349401602
MO,BUTLER,36.71518,-90.40313,42166,41184,8360,0.202991452991453,false,213,1284,3045.10743252858,505.146326424133
NY,GREENE,42.358818,-73.81303,47554,44928,4945,0.110064992877493,false,13,162,340.665348866552,27.3373428102788
SD,MINER,44.021541,-97.608122,2299,2224,229,0.102967625899281,false,2,9,391.47455415398,86.9943453675511
MT,SANDERS,47.756469,-115.180225,12936,12726,1920,0.150872230080151,false,43,68,525.664811379097,332.405689548547
MO,MONTGOMERY,38.969833,-91.49836,11422,11107,1612,0.145133699468803,false,9,68,595.342321835055,78.7953073016985
SD,TRIPP,43.349729,-99.876219,5607,5350,1013,0.189345794392523,false,6,22,392.366684501516,107.009095773141
TX,SHELBY,31.790137,-94.142565,24108,23940,5635,0.235380116959064,false,46,217,900.116144018583,190.808030529285
MS,COAHOMA,34.22867,-90.603165,20808,20206,7331,0.362813025833911,false,5,36,173.010380622837,24.0292195309496
OK,KAY,36.814842,-97.143755,43731,42570,6616,0.155414611228565,false,193,1084,2478.79078914271,441.334522421166
VA,MIDDLESEX,37.606975,-76.528082,10774,10244,978,0.0954705193283874,false,15,80,742.528308891777,139.224057917208
CO,BROOMFIELD,39.921543,-105.07059,75110,74640,3695,0.0495042872454448,false,129,1778,2367.19478098788,171.748102782586
GA,COOK,31.152962,-83.429567,17363,17008,3494,0.205432737535278,false,13,129,742.959166042735,74.8718539422911
TX,MASON,30.703232,-99.237608,3951,3942,253,0.0641806189751395,false,2,6,151.860288534548,50.6200961781827
ID,MINIDOKA,42.856937,-113.64001,21922,21834,3250,0.148850416781167,false,50,114,520.025545114497,228.081379436183
OH,CLERMONT,39.052084,-84.149614,209862,207559,18343,0.0883748717232209,false,173.5,1796.5,856.038730213188,82.6733758374551
NC,CAMDEN,36.342344,-76.162488,10743,10693,537,0.0502197699429533,false,56.5,300.5,2797.17025039561,525.923857395513
OK,CLEVELAND,35.338253,-97.486305,297545,284994,36484,0.128016730176776,false,2898.5,15129.5,5084.77709254062,974.138365625368
MN,WABASHA,44.289693,-92.23334,21519,21294,1797,0.0843899690053536,false,25,106.5,494.911473581486,116.176402249175
IL,RICHLAND,38.73044,-88.08571,15675,15328,1823,0.11893267223382,false,28,154,982.456140350877,178.628389154705
WA,COLUMBIA,46.32079,-117.97825,3996,3955,357,0.0902654867256637,false,6,34,850.850850850851,150.15015015015
CO,RIO GRANDE,37.485763,-106.453214,11394,11146,1662,0.149111788982595,false,28.5,207.5,1821.13393013867,250.131648235914
PA,JEFFERSON,41.130287,-78.999044,44099,43216,6594,0.152582376897445,false,64,193,437.651647429647,145.12800743781
MO,CLAY,39.24592,-94.41945,255566,252688,21452,0.084895206737162,false,4087,15018,5876.36853102525,1599.19551113998
OR,POLK,44.97398,-123.002106,88553,86433,10581,0.122418520703898,false,551.5,3823,4317.18857633282,622.790871003806
FL,PALM BEACH,26.35139,-80.08977,1507453,1481929,164211,0.110808952385708,false,4584,23128,1534.24352202026,304.089082711036
KS,FRANKLIN,38.558019,-95.278962,25994,25339,2444,0.0964521093965823,false,71,357,1373.39386012157,273.139955374317
MN,SCOTT,44.651932,-93.534553,152957,151098,6230,0.0412315186170565,false,157.5,1403.5,917.578142876756,102.970115784175
VA,ROANOKE,37.320732,-80.02192,96793,94400,6858,0.0726483050847458,false,227,1160,1198.43377103716,234.521091401238
VA,RICHMOND CITY,37.545868,-77.44456,227595,217613,40994,0.188380289780482,false,927,8698,3821.70082822558,407.302445132802
WI,BARRON,45.500988,-91.73607,46741,46039,4566,0.0991767848997589,false,74,245,524.165079908432,158.319248625404
PA,CAMBRIA,40.497668,-78.711398,132355,126143,17864,0.141617053661321,false,174,1377,1040.38381625175,131.464621661441
ND,MERCER,47.307175,-101.833261,8341,8156,869,0.106547327121138,false,5,47,563.481596930824,59.9448507373217
MO,CLARK,40.424717,-91.71811,6680,6525,613,0.0939463601532567,false,1,77,1152.69461077844,14.9700598802395
IL,HAMILTON,38.092876,-88.53666,7972,7884,989,0.125443937087773,false,10,12,150.526843953838,125.439036628199
VA,WASHINGTON,36.717323,-82.00555,53913,52437,5749,0.109636325495356,false,83,810,1502.4205664682,153.951737057852
NC,SURRY,36.415416,-80.686463,71407,70238,11724,0.166918192431447,false,122,927,1298.19205400031,170.851597182349
MN,JACKSON,43.671111,-95.149731,9964,9818,896,0.0912609492768385,false,12,23,230.830991569651,120.433560818948
NY,CHENANGO,42.32981,-75.77092,46685,45875,5597,0.122005449591281,false,62,333,713.291207025811,132.804969476277
MS,SMITH,32.019029,-89.494877,14193,14034,2712,0.193244976485678,false,3,36,253.646163601776,21.137180300148
LA,ST MARTIN,30.121433,-91.611481,,,,,true,153.5,651,,
MO,SCOTLAND,40.447686,-92.142824,4698,4613,329,0.071320182094082,false,0,0,0,0
MO,CARROLL,39.427375,-93.500227,8459,8360,901,0.107775119617225,false,10,44,520.156046814044,118.217283366828
TX,GRAYSON,33.624508,-96.675699,139988,137271,15280,0.111312658901006,false,336.5,1299.5,928.293853758894,240.377746664
GA,PIKE,33.090768,-84.386627,19540,19148,1830,0.0955713390432421,false,22,113,578.300921187308,112.589559877175
AR,YELL,34.997713,-93.408303,20195,19746,2621,0.132735743948141,false,81,173,856.647685070562,401.089378559049
PA,FAYETTE,39.982693,-79.85302,126967,122714,21411,0.174478869566635,false,345,1889,1487.78816542881,271.724148794569
IA,FLOYD,43.052741,-92.787367,15502,15298,1742,0.113871094260688,false,21,100,645.078054444588,135.466391433363
NY,COLUMBIA,42.24936,-73.648186,61245,59859,6818,0.113901000684943,false,72,592,966.60951914442,117.56061719324
OK,MCCLAIN,35.016433,-97.449801,43779,43498,3396,0.0780725550600028,false,59,617,1409.35151556682,134.767811050961
GA,SCREVEN,32.744751,-81.617585,14057,13653,2472,0.181059107888376,false,5,40,284.555737355054,35.5694671693818
KY,HARDIN,37.695836,-85.963183,111452,108209,12623,0.116653882763911,false,126,995,892.761009223702,113.053152926821
WA,ADAMS,47.12731,-118.38182,20690,20494,4199,0.204889235873914,false,59,517,2498.79168680522,285.161913968101
MS,RANKIN,32.262057,-89.946552,158218,153037,15343,0.100256800642982,false,40,399,252.183695913234,25.2815735251362
WA,GRAYS HARBOR,46.97577,-123.81747,76397,73378,10358,0.141159475592139,false,170,1210,1583.83182585704,222.521826773303
NY,SCHOHARIE,42.591294,-74.438172,29979,28675,3106,0.108317349607672,false,17,152,507.021581773908,56.7063611194503
CO,LA PLATA,37.274067,-107.87903,56088,54260,6755,0.124493180980464,false,83,644,1148.19569248324,147.981742975325
OH,HARRISON,40.271587,-80.99637,14408,14144,2060,0.145644796380091,false,17,87,603.831204886174,117.990005552471
MS,CLAIBORNE,31.97281,-90.915424,8908,7853,2134,0.271743282821852,false,15,20,224.517287831163,168.387965873372
TX,COMAL,29.806091,-98.260554,174552,173088,11144,0.0643834350157145,false,273,2067,1184.17434346212,156.400384985563
FL,POLK,30.426645,-84.249504,760961,744172,109496,0.147138027230264,false,2351,9071,1192.04532163935,308.951444292152
GA,LINCOLN,33.792151,-82.448299,7773,7677,1393,0.181451087664452,false,23,66,849.093014280201,295.896050430979
ND,STUTSMAN,46.903137,-98.70666,21525,19863,2469,0.124301465035493,false,36,327,1519.1637630662,167.247386759582
NY,FRANKLIN,44.594376,-74.31067,47066,43424,7179,0.165323323507738,false,94,607.5,1290.74066204904,199.719542769728
TN,CLAIBORNE,36.501542,-83.660722,32221,30805,5599,0.181756208407726,false,47,231,716.923745383446,145.867601874554
NC,HOKE,34.974625,-79.22401,53102,51906,9011,0.173602281046507,false,298,788,1483.9365748936,561.184136190727
IL,SCHUYLER,40.121475,-90.56469,6826,6706,1293,0.192812406799881,false,7,58,849.692352768825,102.549077058306
NE,STANTON,41.904792,-97.174724,5835,5762,408,0.0708087469628601,false,0,0,0,0
GA,CARROLL,33.582237,-85.080527,122187,118501,18511,0.156209652239222,false,224.5,1723.5,1410.54285644136,183.734767201093
IL,CHAMPAIGN,39.96348,-88.34521,206098,191726,34513,0.180012100601901,false,883,4177,2026.7057419286,428.436957175713
GA,BROOKS,30.822934,-83.581905,16285,15992,4056,0.253626813406703,false,29,132,810.561866748542,178.077985876574
MT,FALLON,46.318184,-104.405718,2817,2753,332,0.1205957137668,false,1,8,283.990060347888,35.498757543486
OH,LORAIN,41.298664,-82.13358,314588,305901,39114,0.127864897466828,false,589,3090,982.237084694903,187.229010642491
TX,IRION,31.303424,-100.981304,1432,1432,107,0.0747206703910615,false,0,9,628.491620111732,0
TX,JIM HOGG,27.306555,-98.67707,4797,4543,1427,0.314109619194365,false,6,34,708.776318532416,125.078173858662
TX,CRANE,31.397306,-102.35043,4623,4487,368,0.082014709159795,false,5,31,670.560242266926,108.154877784988
MI,MIDLAND,43.648203,-84.379414,83641,82345,8986,0.10912623717287,false,101,324.5,387.967623533913,120.754175583745
